,loan_amnt,int_rate,annual_inc,loan_status,open_acc,open_il_12m,Charged_Off
1627862,23500,14.99,100000.0,Current,11.0,0.0,0
871607,3950,7.24,27000.0,Fully Paid,9.0,1.0,0
2154966,18000,7.35,140000.0,Fully Paid,19.0,0.0,0
1862609,2000,16.77,80000.0,Fully Paid,6.0,,0
1581176,2000,15.05,55000.0,Late (31-120 days),17.0,1.0,0
1778588,9850,15.8,35000.0,Fully Paid,9.0,,0
2220525,10000,12.62,95000.0,Current,14.0,2.0,0
1077215,1800,14.65,20095.71,Fully Paid,7.0,,0
582930,15200,22.39,75000.0,Charged Off,5.0,2.0,0
1043010,12000,12.29,40414.0,Fully Paid,17.0,,0
1251343,22000,13.33,44000.0,Fully Paid,9.0,,0
1800298,30000,8.9,200000.0,Fully Paid,8.0,,0
1189999,6000,8.18,35000.0,Fully Paid,5.0,,0
1744696,8000,11.55,24000.0,Fully Paid,9.0,,0
1585109,14975,10.91,50000.0,Current,15.0,0.0,0
154356,24000,10.47,88000.0,Current,8.0,1.0,0
369143,1000,16.01,52000.0,Current,9.0,0.0,0
1088188,15000,7.89,76752.0,Fully Paid,9.0,,0
455900,24000,17.09,66000.0,Current,7.0,0.0,0
1913746,25000,7.69,144000.0,Fully Paid,10.0,,0
840961,10000,5.32,70000.0,Current,8.0,0.0,0
1813427,15000,16.29,90000.0,Fully Paid,9.0,,0
1484278,13600,13.59,90000.0,Current,7.0,2.0,0
2090257,8000,13.98,41568.0,Fully Paid,9.0,,0
946809,24000,13.67,70000.0,Current,22.0,0.0,0
1175131,18000,7.26,105000.0,Fully Paid,18.0,,0
469831,32000,19.03,40000.0,Charged Off,7.0,0.0,0
1108779,18000,16.55,85000.0,Fully Paid,23.0,,0
1300448,10000,7.89,50000.0,Fully Paid,13.0,,0
615094,7000,7.39,70000.0,Fully Paid,12.0,2.0,0
853244,10800,8.24,85000.0,Fully Paid,8.0,1.0,0
1300560,5000,5.93,54000.0,Fully Paid,10.0,,0
1943093,10000,10.99,44000.0,Charged Off,6.0,,0
1401368,18000,7.49,49000.0,Fully Paid,21.0,2.0,0
1995810,11450,23.43,62250.0,Fully Paid,10.0,,0
2178025,30000,12.62,75000.0,Current,12.0,0.0,0
1014389,10000,5.32,74000.0,Fully Paid,10.0,,0
981827,6000,11.49,90000.0,Charged Off,19.0,,0
1638589,22000,11.44,75000.0,Current,12.0,0.0,0
267944,20000,15.49,60000.0,Current,3.0,0.0,0
993844,35000,7.26,180000.0,Fully Paid,4.0,,0
122702,30000,27.27,65000.0,Current,10.0,0.0,0
290471,6000,10.56,69000.0,Current,20.0,0.0,0
927658,5600,12.79,53000.0,Current,14.0,3.0,0
32797,4550,18.94,50000.0,Current,11.0,2.0,0
1713611,20000,6.03,80000.0,Fully Paid,21.0,,0
2214929,22000,7.35,105000.0,Fully Paid,17.0,1.0,0
515039,30000,24.99,68000.0,Fully Paid,12.0,2.0,0
805509,35000,8.49,223000.0,Fully Paid,12.0,1.0,0
1945546,12000,7.12,75000.0,Fully Paid,22.0,,0
894315,2500,14.99,8592.0,Current,6.0,1.0,0
1919408,15000,13.98,35360.0,Charged Off,4.0,,0
2155871,12000,10.91,104000.0,Fully Paid,8.0,1.0,0
1743675,19200,6.03,125000.0,Fully Paid,18.0,,0
223777,8000,11.55,150000.0,Current,13.0,1.0,0
1354908,19950,28.69,55000.0,Charged Off,13.0,0.0,0
2201155,6025,9.93,35730.0,Current,5.0,2.0,0
1795617,6625,17.27,22300.0,Fully Paid,9.0,,0
1183823,5725,19.99,27150.0,Charged Off,13.0,,0
930872,18625,13.44,44400.0,Charged Off,5.0,1.0,0
376260,13000,17.47,80000.0,Current,8.0,0.0,0
1853131,20000,18.25,42000.0,Charged Off,8.0,,0
847411,18275,13.49,40000.0,Fully Paid,13.0,1.0,0
1010699,3000,12.29,60000.0,Fully Paid,11.0,,0
1064988,12950,22.99,50000.0,Charged Off,6.0,,0
137527,10000,16.14,125000.0,Current,5.0,0.0,0
313330,15000,12.13,77000.0,Current,13.0,1.0,0
347510,15000,9.92,46500.0,Current,4.0,1.0,0
2231833,24000,9.93,85000.0,Current,8.0,0.0,0
1531641,15500,25.82,43000.0,Current,13.0,0.0,0
318941,8000,13.06,72000.0,Current,19.0,1.0,0
636858,5000,10.75,32000.0,Current,13.0,0.0,0
1254793,10000,6.39,40000.0,Fully Paid,11.0,,0
794198,15000,7.49,75000.0,Fully Paid,9.0,0.0,0
2076821,17000,14.47,109000.0,Charged Off,12.0,,0
1478164,15000,11.99,60000.0,Current,8.0,1.0,0
1812445,1600,19.05,110000.0,Charged Off,10.0,,0
1064999,3600,15.61,55000.0,Charged Off,16.0,,0
1467508,20000,16.02,150000.0,Fully Paid,10.0,0.0,0
824308,3200,13.44,18000.0,Fully Paid,6.0,0.0,0
981267,35000,12.59,150000.0,Fully Paid,9.0,,0
2068472,20000,6.62,78000.0,Fully Paid,12.0,,0
1976956,20000,14.49,210000.0,Fully Paid,18.0,,0
127041,11425,7.84,100000.0,Current,27.0,1.0,0
1681277,9000,15.61,27040.0,Fully Paid,15.0,,0
377346,25575,16.01,108000.0,Fully Paid,12.0,1.0,0
704374,5175,14.46,24300.0,Current,12.0,0.0,0
1105981,21600,12.29,67000.0,Charged Off,15.0,,0
801336,10800,8.49,39000.0,Fully Paid,9.0,0.0,0
2096483,6000,10.99,40000.0,Fully Paid,12.0,,0
1131315,20800,13.99,60000.0,Current,24.0,,0
701316,5000,12.99,22000.0,Charged Off,9.0,1.0,0
367260,20000,12.61,117000.0,Current,16.0,0.0,0
1747746,1200,15.22,31315.0,Fully Paid,12.0,,0
883798,2000,10.49,68000.0,Fully Paid,9.0,3.0,0
45978,15000,14.47,70000.0,Current,5.0,1.0,0
1078211,15000,10.99,60000.0,Fully Paid,22.0,,0
1964055,25725,19.52,56000.0,Charged Off,14.0,,0
2104307,15000,9.91,70000.0,Fully Paid,7.0,,0
477745,16000,7.97,54000.0,Current,10.0,0.0,0
364184,10000,9.92,40000.0,Current,9.0,0.0,0
1097120,10000,19.99,32000.0,Fully Paid,15.0,,0
1674183,5000,11.44,70000.0,Current,14.0,0.0,0
1552566,9500,30.17,545000.0,Current,12.0,4.0,0
246941,8000,11.55,35000.0,Current,4.0,0.0,0
864764,3200,29.99,33000.0,Current,7.0,1.0,0
832167,7200,16.99,69500.0,Current,17.0,3.0,0
1487820,10000,16.02,47700.0,Current,9.0,0.0,0
1530832,15000,11.99,90000.0,Fully Paid,15.0,0.0,0
1213777,3000,12.29,30700.0,Fully Paid,8.0,,0
879059,35000,10.49,300000.0,Fully Paid,11.0,1.0,0
1026274,9600,11.53,85000.0,Fully Paid,25.0,,0
196440,30000,10.08,172000.0,Current,20.0,3.0,0
1239356,9000,14.65,68000.0,Charged Off,12.0,,0
951738,5000,9.17,110000.0,Fully Paid,5.0,,0
1846116,6000,17.27,30000.0,Charged Off,2.0,,0
350203,3000,7.34,70000.0,Current,9.0,2.0,0
1254545,5000,8.18,30000.0,Fully Paid,6.0,,0
1992894,12000,9.17,120000.0,Fully Paid,11.0,,0
262161,5500,14.03,35789.92,Current,14.0,0.0,0
963593,15000,7.26,110000.0,Fully Paid,10.0,,0
936770,11200,12.59,43000.0,Current,8.0,0.0,0
1147087,10000,8.18,100000.0,Fully Paid,7.0,,0
2208319,3000,7.35,30000.0,Fully Paid,13.0,0.0,0
1696599,28000,16.2,113900.0,Fully Paid,8.0,,0
383812,5750,11.98,34000.0,Current,7.0,0.0,0
790400,10000,7.39,90000.0,Fully Paid,14.0,0.0,0
568687,12000,8.99,57000.0,Current,17.0,4.0,0
1553782,10000,13.59,29000.0,Current,14.0,0.0,0
1646622,10000,12.74,52000.0,Current,36.0,1.0,0
1879084,30000,24.99,72000.0,Fully Paid,4.0,,0
1040726,7000,8.18,60000.0,Fully Paid,10.0,,0
2133859,6500,15.65,20000.0,Fully Paid,2.0,,0
255566,6000,6.19,102000.0,Fully Paid,11.0,1.0,0
1155409,25000,9.99,116575.0,Fully Paid,10.0,,0
25543,11500,8.81,60000.0,Current,11.0,0.0,0
373458,1200,10.41,27000.0,Current,9.0,0.0,0
1275342,16650,22.99,37897.0,Charged Off,8.0,,0
2003107,4000,17.57,70000.0,Fully Paid,22.0,,0
1400932,6000,10.49,87000.0,Fully Paid,14.0,3.0,0
951197,8000,7.26,50000.0,Fully Paid,12.0,1.0,0
647688,6725,7.39,42000.0,Fully Paid,5.0,1.0,0
937299,25000,10.64,93500.0,Fully Paid,13.0,0.0,0
1327575,11200,14.31,95000.0,Fully Paid,16.0,,0
273324,6000,20.39,48000.0,Current,10.0,0.0,0
197469,12000,7.21,70000.0,Current,16.0,2.0,0
1172263,11200,18.55,37000.0,Fully Paid,13.0,,0
1643031,12000,11.39,70177.0,Current,14.0,1.0,0
964310,28800,13.67,81000.0,Charged Off,12.0,,0
715990,10000,8.39,70000.0,Current,5.0,0.0,0
1012389,22800,10.99,107000.0,Current,7.0,,0
570523,9600,13.99,24000.0,Current,6.0,0.0,0
2126933,11200,11.12,35000.0,Fully Paid,4.0,,0
291491,8000,8.08,20000.0,Current,16.0,0.0,0
962898,13000,9.76,50000.0,Fully Paid,22.0,,0
1260336,6000,8.18,25634.0,Charged Off,4.0,,0
1931869,20000,12.49,75000.0,Current,10.0,,0
2118487,4000,10.74,39000.0,Fully Paid,13.0,,0
2231108,5600,12.62,65000.0,Current,5.0,0.0,0
947373,26400,17.86,60000.0,Charged Off,4.0,0.0,0
688943,7350,21.97,27000.0,Fully Paid,14.0,3.0,0
1562650,25000,16.02,107000.0,Fully Paid,12.0,0.0,0
2050313,24000,14.64,130000.0,Fully Paid,23.0,,0
1411504,6000,12.74,98000.0,Fully Paid,5.0,0.0,0
835117,40000,14.99,175000.0,Current,11.0,0.0,0
522561,10000,6.99,60000.0,Fully Paid,5.0,0.0,0
115635,13000,7.84,34500.0,Current,11.0,1.0,0
1732303,1800,20.31,60000.0,Fully Paid,8.0,,0
1641209,6000,12.74,70000.0,Fully Paid,8.0,0.0,0
55920,10000,11.8,35000.0,Current,12.0,0.0,0
1231317,12000,17.86,27600.0,Fully Paid,14.0,,0
662788,18275,24.99,57112.0,Late (31-120 days),9.0,1.0,0
492167,20000,17.09,32000.0,Current,5.0,0.0,0
636761,20000,7.39,120000.0,Fully Paid,25.0,1.0,0
1904332,18000,10.15,117000.0,Fully Paid,7.0,,0
1694304,13600,14.3,125350.0,Fully Paid,13.0,,0
1065110,5000,7.89,91000.0,Fully Paid,7.0,,0
1232990,20000,11.53,80000.0,Fully Paid,19.0,,0
1607321,3000,7.97,81000.0,Current,10.0,0.0,0
1912927,12000,12.99,67000.0,Fully Paid,12.0,,0
485573,6000,12.62,31000.0,In Grace Period,6.0,0.0,0
172495,21600,20.89,100000.0,Late (31-120 days),3.0,1.0,0
261690,10000,6.19,72000.0,Current,8.0,1.0,0
2030112,7000,14.64,35000.0,Charged Off,10.0,,0
2150953,11700,15.05,32000.0,Current,7.0,0.0,0
1431902,10000,11.44,27685.0,Current,5.0,0.0,0
1294690,21475,17.86,43000.0,Fully Paid,9.0,,0
2197582,7000,10.42,160000.0,Current,12.0,0.0,0
2021103,7000,11.67,89000.0,Fully Paid,9.0,,0
1330482,16100,15.59,56000.0,Charged Off,7.0,,0
1300969,28000,16.55,160000.0,Fully Paid,25.0,,0
551084,8000,10.49,35000.0,Charged Off,6.0,0.0,0
43199,24000,11.31,200000.0,Current,17.0,1.0,0
443471,22400,17.09,25000.0,Current,9.0,2.0,0
1415998,5000,13.49,37000.0,Fully Paid,3.0,0.0,0
1433434,6000,11.49,45000.0,Current,6.0,1.0,0
1865314,28000,7.49,200000.0,Fully Paid,10.0,,0
523000,4800,10.99,24850.0,Fully Paid,7.0,0.0,0
1511862,7200,12.62,36000.0,Current,7.0,1.0,0
889826,12000,12.74,51000.0,Current,19.0,0.0,0
601410,20000,26.49,118000.0,Fully Paid,18.0,2.0,0
958090,15000,11.99,30000.0,Current,7.0,,0
504053,1000,15.59,40000.0,Fully Paid,4.0,0.0,0
1207519,15600,6.24,94000.0,Fully Paid,13.0,,0
1089602,15000,7.89,74500.0,Fully Paid,7.0,,0
771746,23350,14.46,170000.0,Fully Paid,6.0,0.0,0
41152,20000,7.56,106000.0,Current,15.0,2.0,0
597720,4800,17.99,48000.0,Current,9.0,4.0,0
896156,6025,11.44,70000.0,Fully Paid,8.0,0.0,0
61288,14000,19.92,50000.0,Current,10.0,1.0,0
602194,1500,9.75,84000.0,Fully Paid,7.0,1.0,0
2121966,15000,6.54,97781.0,Fully Paid,12.0,,0
936134,6200,6.49,66000.0,Fully Paid,5.0,0.0,0
770559,20000,7.39,170000.0,Fully Paid,12.0,0.0,0
870001,8725,17.99,23000.0,Charged Off,9.0,0.0,0
38734,20000,12.98,45000.0,Current,17.0,0.0,0
1939364,12000,13.98,55917.0,Current,13.0,,0
1316267,10000,12.39,75000.0,Fully Paid,22.0,,0
1376477,3000,8.24,42000.0,Current,7.0,1.0,0
646712,25000,7.39,122000.0,Current,21.0,1.0,0
1591643,26000,7.35,150000.0,Current,5.0,0.0,0
1538378,8000,13.59,65000.0,Fully Paid,8.0,0.0,0
885477,21000,11.39,230000.0,Charged Off,11.0,2.0,0
216937,6025,6.67,64000.0,Current,9.0,0.0,0
1542356,10000,13.59,25000.0,Current,3.0,0.0,0
953997,11650,16.99,44000.0,Fully Paid,12.0,,0
1615694,2000,9.93,75000.0,Current,4.0,0.0,0
254362,15000,15.49,35000.0,Fully Paid,8.0,1.0,0
1667585,4000,13.49,56186.0,Current,10.0,2.0,0
856290,3500,17.99,68500.0,Current,44.0,2.0,0
1016775,6525,13.99,31000.0,Fully Paid,6.0,,0
1752764,21250,15.88,53159.0,Fully Paid,20.0,,0
225889,25000,20.89,55000.0,Current,4.0,0.0,0
2122355,12000,15.57,92500.0,Fully Paid,10.0,,0
842636,16225,14.99,140000.0,Current,9.0,0.0,0
1771529,18250,13.11,82000.0,Fully Paid,13.0,,0
759242,3600,11.99,96250.0,Late (31-120 days),6.0,0.0,0
386098,40000,7.96,115000.0,Current,10.0,1.0,0
1779421,5550,8.9,90000.0,Fully Paid,14.0,,0
855712,7450,19.99,29000.0,Current,5.0,0.0,0
540507,12000,10.99,40000.0,Charged Off,7.0,1.0,0
935393,9000,12.88,26500.0,Fully Paid,8.0,2.0,0
688338,12800,19.53,32000.0,Charged Off,6.0,3.0,0
1595010,14000,12.62,105600.0,Current,19.0,0.0,0
1793310,15000,13.11,62000.0,Fully Paid,6.0,,0
111400,2700,8.46,56000.0,Current,29.0,2.0,0
719574,21000,14.46,98500.0,Fully Paid,35.0,0.0,0
827646,30000,17.99,150000.0,Current,17.0,0.0,0
646384,17600,16.29,87000.0,Fully Paid,37.0,0.0,0
978547,12000,7.89,35000.0,Fully Paid,9.0,,0
82987,2000,6.11,75000.0,Current,23.0,0.0,0
2229443,28000,15.05,125000.0,Current,8.0,0.0,0
853702,14000,13.49,200000.0,Current,17.0,0.0,0
351165,35000,9.43,105000.0,Current,32.0,3.0,0
709123,18000,8.39,87500.0,Fully Paid,20.0,1.0,0
1108857,5650,12.29,61171.2,Fully Paid,9.0,,0
1988194,8800,12.99,25000.0,Fully Paid,11.0,,0
1290884,18000,9.17,108000.0,Charged Off,13.0,,0
36537,10000,12.98,40000.0,Current,7.0,0.0,0
141798,10000,16.91,99120.0,Current,20.0,0.0,0
1511732,10000,13.59,34000.0,Current,5.0,1.0,0
773917,3000,15.31,55000.0,Fully Paid,6.0,0.0,0
2217980,12000,10.42,325000.0,Current,16.0,1.0,0
100578,28000,12.73,90000.0,Current,15.0,2.0,0
2241156,5000,7.07,36000.0,Fully Paid,7.0,0.0,0
1110552,19125,19.19,56000.0,Charged Off,14.0,,0
306282,10000,16.46,39000.0,Current,7.0,2.0,0
186835,40000,7.84,480000.0,Current,15.0,1.0,0
1540758,15000,9.93,41000.0,Current,9.0,0.0,0
2204670,5500,10.91,28111.0,Current,5.0,1.0,0
21337,25000,19.92,160000.0,Current,18.0,2.0,0
821612,6600,9.8,56000.0,Fully Paid,7.0,2.0,0
437014,2000,13.59,65000.0,Current,8.0,1.0,0
1795989,23850,17.77,54000.0,Fully Paid,13.0,,0
2015527,10000,16.99,65000.0,Charged Off,18.0,,0
2017239,9925,18.99,65000.0,Charged Off,11.0,,0
25135,19200,15.02,68000.0,Current,5.0,0.0,0
135774,22000,29.69,45619.0,Current,9.0,0.0,0
375570,9600,11.98,55000.0,Current,12.0,0.0,0
2241090,28000,24.85,80000.0,Current,6.0,0.0,0
1383447,40000,13.49,108000.0,Fully Paid,8.0,0.0,0
255523,7000,5.31,80000.0,Current,14.0,1.0,0
1844350,20775,13.99,60000.0,Fully Paid,20.0,,0
1883372,15000,15.59,85000.0,Current,8.0,,0
1828651,16000,14.09,60000.0,Fully Paid,9.0,,0
1861495,10625,6.62,53000.0,Fully Paid,6.0,,0
1773930,6250,15.8,21000.0,Fully Paid,7.0,,0
268923,16000,14.03,70000.0,Current,6.0,0.0,0
1749754,11500,13.68,34000.0,Charged Off,6.0,,0
1452566,16000,14.08,66400.0,Current,19.0,4.0,0
2204590,14000,9.93,48000.0,Fully Paid,8.0,1.0,0
510708,28000,13.49,60000.0,Fully Paid,8.0,0.0,0
1247800,6500,13.33,125000.0,Fully Paid,11.0,,0
142911,25000,6.67,130000.0,Current,13.0,1.0,0
986909,24000,9.17,93000.0,Fully Paid,8.0,,0
1021497,8000,9.99,76000.0,Fully Paid,7.0,,0
2158079,10000,19.03,20000.0,Fully Paid,8.0,0.0,0
190753,10000,22.35,43200.0,Current,14.0,0.0,0
1750243,8000,11.55,76000.0,Fully Paid,11.0,,0
700883,27000,15.31,106000.0,Fully Paid,11.0,2.0,0
736869,5000,8.39,50000.0,Fully Paid,8.0,0.0,0
978975,4075,17.86,95000.0,Fully Paid,6.0,,0
1318688,16000,14.99,120000.0,Fully Paid,7.0,,0
2046027,7000,12.49,35339.0,Fully Paid,20.0,,0
717952,35000,18.99,149000.0,Current,13.0,1.0,0
1056303,2475,18.55,38000.0,Fully Paid,7.0,,0
1461331,9000,10.42,48400.0,Current,16.0,2.0,0
374534,6600,15.04,85000.0,Current,12.0,0.0,0
169843,11000,19.92,28000.0,Current,3.0,1.0,0
1693201,5000,19.52,42000.0,Fully Paid,7.0,,0
1395541,20000,12.74,85000.0,Current,15.0,1.0,0
64058,30000,7.56,105000.0,Current,11.0,0.0,0
1129426,25200,9.99,101000.0,Fully Paid,15.0,,0
200383,12000,17.97,89000.0,Current,7.0,0.0,0
1059841,28000,6.89,110000.0,Fully Paid,17.0,,0
83421,21000,16.14,500000.0,Current,20.0,4.0,0
525016,10000,8.99,75750.0,Fully Paid,9.0,0.0,0
1322352,6000,8.19,31000.0,Fully Paid,6.0,,0
1826283,7875,11.14,25000.0,Fully Paid,6.0,,0
1059695,31000,7.89,100000.0,Fully Paid,12.0,,0
770742,35000,19.99,110000.0,Charged Off,30.0,0.0,0
530294,15800,17.99,47000.0,Current,8.0,1.0,0
1276953,10000,8.18,75000.0,Fully Paid,8.0,,0
1922634,15600,15.61,68000.0,Charged Off,13.0,,0
1609039,22000,9.93,434600.0,Fully Paid,24.0,2.0,0
1757883,17000,13.11,42000.0,Fully Paid,3.0,,0
332223,6000,11.98,72000.0,Current,8.0,1.0,0
1025695,12000,17.57,48000.0,Charged Off,15.0,,0
2124688,24000,17.56,96000.0,Charged Off,13.0,,0
2136989,7000,13.16,90000.0,Fully Paid,6.0,,0
2053014,5600,7.9,27000.0,Fully Paid,12.0,,0
1460753,13175,18.06,29999.0,Current,14.0,0.0,0
1171597,20000,12.69,48000.0,Fully Paid,11.0,,0
1316170,11000,9.49,104000.0,Fully Paid,17.0,,0
783174,25200,19.53,106070.0,Fully Paid,9.0,2.0,0
444786,35000,9.44,136000.0,Current,4.0,1.0,0
1306604,15000,17.86,43000.0,Current,12.0,,0
1785521,17500,17.27,39762.0,Charged Off,12.0,,0
293803,25000,10.56,85800.0,Current,13.0,0.0,0
86502,20800,15.02,56000.0,Current,9.0,1.0,0
275432,20000,17.47,118000.0,Current,8.0,1.0,0
1984067,3000,17.57,20000.0,Fully Paid,7.0,,0
757948,35000,19.99,82000.0,Current,13.0,0.0,0
1821264,16925,14.09,63000.0,Fully Paid,13.0,,0
979402,6000,11.49,40000.0,Fully Paid,5.0,,0
1028748,24000,12.69,90000.0,Fully Paid,13.0,,0
817154,5000,6.49,40000.0,Fully Paid,10.0,1.0,0
273099,20000,18.45,65000.0,Current,18.0,1.0,0
708031,10000,15.31,29000.0,Charged Off,8.0,0.0,0
1600853,10000,7.97,70000.0,Current,12.0,0.0,0
1313447,9000,8.19,74979.0,Fully Paid,14.0,,0
1287751,20000,5.93,108000.0,Fully Paid,10.0,,0
1268540,20000,12.69,85000.0,Current,16.0,,0
736099,20000,9.75,80000.0,Current,21.0,0.0,0
454429,6000,7.35,100000.0,Fully Paid,19.0,2.0,0
1554919,10000,10.42,50000.0,Fully Paid,4.0,0.0,0
1868138,25000,8.67,75000.0,Fully Paid,6.0,,0
1578853,10000,10.91,33000.0,Current,4.0,1.0,0
12060,10000,20.89,37500.0,Current,13.0,0.0,0
1687620,2500,15.1,32000.0,Charged Off,10.0,,0
1750549,13200,9.71,74000.0,Fully Paid,12.0,,0
680185,6000,17.27,75000.0,Fully Paid,26.0,1.0,0
1722867,10800,17.1,70000.0,Fully Paid,8.0,,0
1286939,20000,12.69,70000.0,Fully Paid,7.0,,0
94376,10000,11.55,38535.0,Current,12.0,1.0,0
1325781,11000,10.49,58000.0,Fully Paid,12.0,,0
1822683,9500,6.03,110200.0,Fully Paid,14.0,,0
1134725,19200,12.29,64700.0,Fully Paid,7.0,,0
1010478,6500,11.53,37000.0,Fully Paid,6.0,,0
208678,32000,27.27,40000.0,Current,19.0,4.0,0
805156,25000,6.49,75000.0,Fully Paid,10.0,0.0,0
416885,20000,6.72,49143.0,Current,2.0,0.0,0
1451602,16725,9.93,137500.0,Current,3.0,1.0,0
986646,9000,5.32,60000.0,Fully Paid,13.0,,0
1749091,18000,9.71,126000.0,Fully Paid,7.0,,0
781604,16000,11.99,75000.0,Fully Paid,9.0,2.0,0
1137693,20000,15.61,60000.0,Charged Off,8.0,,0
775411,5000,8.39,40000.0,Fully Paid,7.0,1.0,0
231872,10000,19.92,0.0,Current,5.0,3.0,0
622697,6400,9.16,64000.0,Current,13.0,1.0,0
1290233,28500,17.86,65000.0,Current,7.0,,0
1991316,4800,13.98,52737.0,Charged Off,11.0,,0
1214090,10000,21.67,150000.0,Current,33.0,,0
2181896,14000,12.62,75000.0,Fully Paid,10.0,0.0,0
126985,6500,7.21,72000.0,Current,6.0,0.0,0
473256,25000,7.35,120000.0,Current,6.0,0.0,0
572660,6400,11.49,396000.0,Fully Paid,12.0,0.0,0
1214231,24000,16.99,100000.0,Charged Off,16.0,,0
1262850,10000,12.29,34000.0,Fully Paid,7.0,,0
517855,20000,13.49,56000.0,Charged Off,20.0,1.0,0
1429935,4800,12.74,48000.0,Current,5.0,1.0,0
117025,5200,7.21,30000.0,Current,6.0,0.0,0
1127915,24000,19.19,75000.0,Charged Off,14.0,,0
928654,15000,7.59,75000.0,Fully Paid,26.0,0.0,0
905981,4800,13.49,97500.0,Current,12.0,0.0,0
1806119,24375,16.29,55000.0,Fully Paid,10.0,,0
239226,10000,23.4,80000.0,Current,10.0,1.0,0
1170842,10000,10.99,31000.0,Fully Paid,9.0,,0
1147135,4000,15.61,58000.0,Fully Paid,9.0,,0
716089,15000,14.46,65000.0,Charged Off,5.0,1.0,0
1803493,33425,20.49,74866.98,Fully Paid,12.0,,0
1708960,30000,17.1,67000.0,Fully Paid,18.0,,0
1057315,10000,16.99,40000.0,Fully Paid,12.0,,0
197787,15000,18.94,95000.0,Fully Paid,15.0,1.0,0
1465498,24000,13.59,100000.0,Late (31-120 days),25.0,1.0,0
21865,25000,18.94,60000.0,Current,6.0,0.0,0
635646,5000,7.39,372000.0,Current,10.0,0.0,0
336718,20000,14.07,48000.0,Current,7.0,1.0,0
776928,12000,13.67,60000.0,Fully Paid,10.0,0.0,0
243773,8000,7.84,27000.0,Current,13.0,1.0,0
1145362,25200,18.55,75000.0,Fully Paid,17.0,,0
1034193,33400,20.99,79536.0,Charged Off,19.0,,0
1026486,21500,8.18,114000.0,Fully Paid,5.0,,0
437514,15000,16.02,48000.0,Current,17.0,2.0,0
1860668,14000,13.49,75000.0,Fully Paid,11.0,,0
1205616,17450,18.55,150000.0,Fully Paid,6.0,,0
1277526,16000,13.33,39210.0,Charged Off,6.0,,0
1180757,14400,13.99,43000.0,Fully Paid,4.0,,0
1655595,35000,15.99,75000.0,Current,11.0,0.0,0
1518459,25000,24.85,130000.0,Fully Paid,9.0,2.0,0
157933,6000,7.84,70000.0,Current,9.0,0.0,0
1419271,12000,11.39,123800.0,Fully Paid,11.0,0.0,0
1715560,16000,15.1,77368.0,Fully Paid,13.0,,0
677961,2000,7.89,50000.0,Current,5.0,0.0,0
310150,14000,9.58,58000.0,Current,10.0,0.0,0
33464,10000,14.47,85000.0,Current,14.0,1.0,0
2141139,7000,16.08,189500.0,Does not meet the credit policy. Status:Charged Off,16.0,,1
344626,1500,19.42,30000.0,Current,11.0,0.0,0
1113550,8000,6.24,187440.0,Fully Paid,6.0,,0
234310,20000,11.06,111000.0,Current,10.0,2.0,0
619138,30000,14.46,185000.0,Fully Paid,8.0,1.0,0
173647,25600,11.55,60000.0,Current,15.0,3.0,0
1777561,15000,6.03,81200.0,Fully Paid,14.0,,0
970683,15250,21.99,34700.0,Current,12.0,,0
2048245,16300,18.92,52406.8,Fully Paid,18.0,,0
149945,15000,13.56,41000.0,Current,8.0,0.0,0
1477668,10000,9.44,120000.0,Current,5.0,0.0,0
1346028,6000,6.49,85000.0,Fully Paid,10.0,,0
1546465,4200,17.09,130000.0,Current,12.0,1.0,0
1830100,3600,14.33,58000.0,Fully Paid,5.0,,0
670530,10000,10.75,50000.0,Current,5.0,1.0,0
2254102,16000,16.02,33000.0,Current,15.0,2.0,0
1202403,8000,12.69,71000.0,Charged Off,3.0,,0
1404269,10000,11.49,37648.0,Fully Paid,6.0,0.0,0
691269,12600,6.49,78000.0,Fully Paid,4.0,0.0,0
2121171,3500,12.61,20640.0,Fully Paid,3.0,,0
230026,30000,16.14,67331.0,Current,19.0,4.0,0
740648,6500,9.75,55000.0,Fully Paid,7.0,1.0,0
1474807,30000,16.02,80000.0,Current,6.0,1.0,0
2246792,1400,12.62,60000.0,Current,9.0,0.0,0
533357,4975,10.49,33100.0,Current,14.0,0.0,0
2038896,9000,10.99,26000.0,Fully Paid,15.0,,0
873547,1500,14.99,26000.0,Fully Paid,3.0,0.0,0
6581,2100,8.19,27000.0,Current,8.0,0.0,0
111627,6000,13.56,100000.0,Current,4.0,0.0,0
1684007,12000,12.85,85000.0,Fully Paid,25.0,,0
582808,24225,16.99,60000.0,Fully Paid,9.0,0.0,0
1004600,35000,12.05,180000.0,Current,6.0,,0
1980419,15075,14.99,42000.0,Fully Paid,19.0,,0
427318,15000,7.35,0.0,Current,11.0,3.0,0
1137059,20000,9.99,75000.0,Fully Paid,9.0,,0
1979526,15000,16.29,66000.0,Charged Off,12.0,,0
969326,1800,12.59,78000.0,Fully Paid,10.0,,0
537533,18000,11.49,110000.0,Fully Paid,9.0,1.0,0
2225391,20000,10.42,85000.0,Current,14.0,0.0,0
965084,7000,7.26,178000.0,Fully Paid,6.0,,0
1692792,24000,19.2,118000.0,Fully Paid,18.0,,0
1506076,3000,12.62,48000.0,Current,5.0,0.0,0
357994,40000,10.41,204000.0,Current,12.0,2.0,0
1188338,18000,7.89,75000.0,Fully Paid,10.0,,0
